2022/06/13 00:26:28,Thread-1,hamburguesa,recibido,0
2022/06/13 00:26:34,Thread-1,pizza,recibido,0
2022/06/13 00:26:36,Thread-3,hamburguesa,preparado,8
2022/06/13 00:26:38,Thread-2,hamburguesa,recogido,0
2022/06/13 00:26:40,Thread-4,pizza,preparado,6
2022/06/13 00:26:43,Thread-1,fritas,recibido,0
2022/06/13 00:26:44,Thread-5,hamburguesa,entregado,16
2022/06/13 00:26:44,Thread-2,pizza,recogido,0
2022/06/13 00:26:48,Thread-1,cazuela,recibido,0
2022/06/13 00:26:50,Thread-6,fritas,preparado,7
2022/06/13 00:26:53,Thread-7,pizza,entregado,19
2022/06/13 00:26:54,Thread-1,panchito,recibido,0
2022/06/13 00:26:54,Thread-2,fritas,recogido,0
2022/06/13 00:27:00,Thread-8,cazuela,preparado,12
2022/06/13 00:27:02,Thread-9,panchito,preparado,8
2022/06/13 00:27:03,Thread-1,cordero a la pizza,recibido,0
2022/06/13 00:27:03,Thread-10,fritas,entregado,20
2022/06/13 00:27:04,Thread-2,cazuela,recogido,0
2022/06/13 00:27:12,Thread-12,cazuela,entregado,24
2022/06/13 00:27:12,Thread-2,panchito,recogido,0
2022/06/13 00:27:13,Thread-1,bauru,recibido,0
2022/06/13 00:27:14,Thread-11,cordero a la pizza,preparado,11
2022/06/13 00:27:20,Thread-14,bauru,preparado,7
2022/06/13 00:27:21,Thread-13,panchito,entregado,27
2022/06/13 00:27:21,Thread-2,cordero a la pizza,recogido,0
2022/06/13 00:27:23,Thread-1,gnoquis,recibido,0
2022/06/13 00:27:28,Thread-15,cordero a la pizza,entregado,25
2022/06/13 00:27:28,Thread-2,bauru,recogido,0
2022/06/13 00:27:31,Thread-16,gnoquis,preparado,8
2022/06/13 00:27:33,Thread-1,tallarines con tuco,recibido,0
2022/06/13 00:27:36,Thread-17,bauru,entregado,23
2022/06/13 00:27:36,Thread-2,gnoquis,recogido,0
2022/06/13 00:27:42,Thread-18,tallarines con tuco,preparado,9
2022/06/13 00:27:43,Thread-1,pan,recibido,0
2022/06/13 00:27:43,Thread-19,gnoquis,entregado,20
2022/06/13 00:27:46,Thread-2,tallarines con tuco,recogido,0
2022/06/13 00:27:50,Thread-1,panchito,recibido,0
2022/06/13 00:27:50,Thread-20,pan,preparado,7
2022/06/13 00:27:50,Thread-21,tallarines con tuco,entregado,17
2022/06/13 00:27:51,Thread-2,pan,recogido,0
2022/06/13 00:27:58,Thread-22,panchito,preparado,8
2022/06/13 00:27:59,Thread-23,pan,entregado,16
2022/06/13 00:28:01,Thread-2,panchito,recogido,0
2022/06/13 00:28:09,Thread-24,panchito,entregado,19
