2022/06/13 00:10:18,Thread-1,hamburguesa,recibido,0
2022/06/13 00:10:24,Thread-1,pizza,recibido,0
2022/06/13 00:10:27,Thread-3,hamburguesa,preparado,9
2022/06/13 00:10:29,Thread-2,hamburguesa,recogido,0
2022/06/13 00:10:29,Thread-4,pizza,preparado,5
2022/06/13 00:10:31,Thread-1,fritas,recibido,0
2022/06/13 00:10:36,Thread-5,hamburguesa,entregado,18
2022/06/13 00:10:36,Thread-2,pizza,recogido,0
2022/06/13 00:10:38,Thread-1,cazuela,recibido,0
2022/06/13 00:10:38,Thread-6,fritas,preparado,7
2022/06/13 00:10:44,Thread-7,pizza,entregado,20
2022/06/13 00:10:44,Thread-2,fritas,recogido,0
2022/06/13 00:10:47,Thread-1,panchito,recibido,0
2022/06/13 00:10:47,Thread-8,cazuela,preparado,9
2022/06/13 00:10:51,Thread-10,panchito,preparado,4
2022/06/13 00:10:53,Thread-1,cordero a la pizza,recibido,0
2022/06/13 00:10:53,Thread-9,fritas,entregado,22
2022/06/13 00:10:53,Thread-2,cazuela,recogido,0
2022/06/13 00:11:00,Thread-11,cordero a la pizza,preparado,7
2022/06/13 00:11:00,Thread-12,cazuela,entregado,22
2022/06/13 00:11:00,Thread-2,panchito,recogido,0
2022/06/13 00:11:03,Thread-1,bauru,recibido,0
2022/06/13 00:11:10,Thread-13,panchito,entregado,23
2022/06/13 00:11:10,Thread-2,cordero a la pizza,recogido,0
2022/06/13 00:11:13,Thread-1,gnoquis,recibido,0
2022/06/13 00:11:13,Thread-14,bauru,preparado,10
2022/06/13 00:11:19,Thread-15,cordero a la pizza,entregado,26
2022/06/13 00:11:19,Thread-2,bauru,recogido,0
2022/06/13 00:11:20,Thread-1,tallarines con tuco,recibido,0
2022/06/13 00:11:20,Thread-16,gnoquis,preparado,7
